Millis,Load_Cell,Linear_Pot (scaled),Thermocouple
36995,-4.27,1.62,
37005,-3.87,1.591,
37016,-3.31,1.583,
37027,-2.64,1.576,
37038,-1.72,1.576,
37049,-0.42,1.576,
37059,0.38,1.591,
37070,1.22,1.62,
37081,1.87,1.649,
37092,2.09,1.7,
37102,2.1,1.75,
37113,2.31,1.816,
37125,2.6,1.896,
37135,3.24,1.983,
37146,3.73,2.077,
37156,4.63,2.193,
37168,6.08,2.317,
37178,8.13,2.469,
37189,12.67,2.586,
37199,24.28,2.745,
37211,35.59,2.912,
37222,40.59,3.087,
37232,44.07,3.276,
37243,46.98,3.472,
37254,50.49,3.668,
37265,53.68,3.886,
37275,55.55,4.096,
37286,56.74,4.307,
37297,57.33,4.532,
37308,57.25,4.75,
37319,56.82,4.961,
37329,56.01,5.171,
37341,54.74,5.36,
37351,52.8,5.578,
37362,50.4,5.774,
37372,47.86,5.956,
37384,44.94,6.137,
37394,41.85,6.312,
37405,38.3,6.464,
37416,34.65,6.602,
37427,31.09,6.733,
37438,27.46,6.849,
37448,23.89,6.943,
37459,20.62,7.031,
37470,18.07,7.103,
37481,15.74,7.154,
37491,13.35,7.176,
37502,11.19,7.19,
37513,8.69,7.183,
37524,5.88,7.169,
37535,3.14,7.125,
37545,-0.57,7.067,
37557,-4.3,7.001,
37567,-6.01,6.922,
37578,-7.5,6.813,
37588,-9.73,6.689,
37600,-12.08,6.551,
37610,-13.75,6.391,
37621,-15.45,6.232,
37633,-17.35,6.057,
37643,-18.91,5.861,
37654,-20.29,5.665,
37664,-21.59,5.454,
37676,-22.68,5.244,
37686,-23.65,5.033,
37697,-24.49,4.823,
37707,-25.39,4.583,
37719,-25.88,4.365,
37730,-25.96,4.14,
37740,-25.98,3.922,
37751,-25.81,3.69,
37762,-24.92,3.472,
37773,-24.15,3.268,
37783,-23.2,3.05,
37794,-22.18,2.869,
37805,-20.95,2.68,
37816,-19.48,2.506,
37827,-17.9,2.346,
37837,-16.35,2.193,
37849,-14.76,2.063,
37859,-13.12,1.939,
37870,-11.45,1.838,
37880,-9.76,1.75,
37892,-8.21,1.678,
37902,-6.94,1.627,
37913,-5.69,1.591,
37923,-4.35,1.576,
37935,-2.54,1.569,
37946,-0.39,1.591,
37956,0.88,1.627,
37967,1.57,1.685,
37978,1.86,1.758,
37989,2.12,1.852,
37999,2.47,1.954,
38010,3.06,2.07,
38021,3.94,2.208,
38032,5.65,2.36,
38032,Switched from 9 to 0,,
38043,9.21,2.52,
38053,17.54,2.68,
38065,33,2.862,
38075,43.64,3.05,
38086,47.79,3.254,
38096,49.9,3.45,
38108,50.81,3.631,
38118,51.48,3.857,
38129,51.39,4.053,
38140,50.94,4.242,
38151,50.02,4.445,
38162,48.86,4.641,
38172,47.13,4.83,
38183,45.54,5.004,
38194,43.72,5.178,
38205,41.85,5.346,
38215,39.67,5.52,
38226,36.92,5.665,
38238,34.61,5.81,
38248,32.54,5.948,
38259,30.44,6.079,
38269,28.5,6.203,
38281,26.31,6.319,
38291,24.36,6.435,
38302,22.48,6.529,
38312,20.97,6.58,
38324,19.57,6.696,
38335,18.42,6.776,
38345,17.46,6.856,
38356,16.47,6.885,
38367,15.47,6.943,
38378,14.51,6.994,
38388,13.66,7.031,
38400,12.86,7.067,
38410,12.14,7.096,
38421,11.39,7.118,
38431,10.74,7.139,
38443,10.21,7.154,
38454,9.7,7.169,
38464,9.12,7.183,
38475,8.39,7.19,
38486,7.74,7.19,
38497,7.2,7.19,
38507,6.61,7.19,
38518,5.58,7.19,
38529,4.22,7.19,
38540,3.15,7.183,
38551,2.12,7.183,
38561,1.29,7.169,
38573,0.8,7.161,
38583,0.23,7.147,
38594,-0.27,7.139,
38604,-1.06,7.132,
38616,-1.56,7.11,
38626,-1.79,7.103,
38637,-1.91,7.089,
38648,-1.98,7.067,
38659,-2.06,7.06,
38670,-2.1,7.038,
38680,-2.11,7.031,
38691,-2.18,7.009,
38702,-2.21,7.001,
38713,-2.24,6.98,
38723,-2.24,6.965,
38734,-2.26,6.951,
38745,-2.28,6.936,
38756,-2.24,6.922,
38767,-2.23,6.907,
38777,-2.2,6.893,
38789,-2.23,6.885,
38799,-2.21,6.863,
38810,-2.14,6.856,
38820,-2.13,6.849,
38832,-2.11,6.827,
38842,-2.12,6.82,
38853,-2.13,6.805,
38864,-2.11,6.791,
38875,-2.06,6.784,
38886,-2.01,6.769,
38896,-2.02,6.762,
38907,-1.99,6.755,
38918,-1.94,6.74,
38929,-1.89,6.725,
38939,-1.84,6.718,
38950,-1.78,6.718,
38962,-1.74,6.704,
38972,-1.7,6.696,
38983,-1.66,6.696,
38993,-1.61,6.682,
39005,-1.57,6.682,
39015,-1.49,6.675,
39026,-1.42,6.667,
39036,-1.36,6.66,
39048,-1.29,6.653,
39059,-1.23,6.653,
39069,-1.2,6.646,
39080,-1.15,6.646,
39091,-1.09,6.646,
39102,-1.05,6.638,
39112,-0.98,6.631,
39123,-0.94,6.631,
39134,-0.91,6.631,
39145,-0.89,6.624,
39155,-0.86,6.624,
39166,-0.84,6.624,
39178,-0.81,6.624,
39188,-0.78,6.624,
39199,-0.77,6.624,
39209,-0.74,6.624,
39221,-0.7,6.617,
39231,-0.69,6.609,
39242,-0.65,6.617,
39252,-0.63,6.617,
39264,-0.57,6.617,
39275,-0.54,6.617,
39285,-0.54,6.617,
39297,-0.54,6.617,
39307,-0.5,6.617,
39318,-0.42,6.617,
39328,-0.32,6.617,
39340,-0.27,6.617,
39350,-0.24,6.617,
39361,-0.22,6.617,
39372,-0.2,6.617,
39383,-0.19,6.617,
39394,-0.2,6.609,
39404,-0.2,6.617,
39415,-0.2,6.617,
39426,-0.19,6.609,
39437,-0.19,6.617,
39447,-0.19,6.609,
39458,-0.2,6.617,
39470,-0.19,6.617,
39480,-0.17,6.617,
39491,-0.17,6.609,
39501,-0.17,6.617,
39513,-0.18,6.617,
39523,-0.19,6.609,
39534,-0.19,6.609,
39544,-0.19,6.617,
39556,-0.2,6.609,
39566,-0.2,6.617,
39577,-0.18,6.609,
39588,-0.18,6.617,
39599,-0.18,6.617,
39610,-0.17,6.617,
39620,-0.18,6.609,
39631,-0.2,6.617,
39642,-0.18,6.617,
39653,-0.17,6.617,
39663,-0.18,6.609,
39674,-0.19,6.617,
39686,-0.17,6.617,
39696,-0.18,6.617,
39707,-0.18,6.617,
39717,-0.17,6.617,
39729,-0.18,6.617,
39739,-0.2,6.617,
39750,-0.21,6.609,
39760,-0.18,6.617,
39772,-0.18,6.617,
39783,-0.18,6.617,
39793,-0.19,6.617,
39804,-0.2,6.609,
39815,-0.21,6.609,
39826,-0.2,6.609,
39836,-0.2,6.609,
39847,-0.2,6.617,
39858,-0.19,6.617,
39869,-0.18,6.609,
39880,-0.19,6.617,
39890,-0.21,6.617,
39902,-0.19,6.609,
39912,-0.17,6.617,
39923,-0.17,6.609,
39933,-0.19,6.617,
39945,-0.22,6.609,
39955,-0.2,6.617,
39966,-0.17,6.617,
39976,-0.17,6.617,
39988,-0.17,6.617,
39999,-0.16,6.617,
40009,-0.18,6.617,
40020,-0.2,6.609,
40031,-0.17,6.617,
40042,-0.17,6.609,
40052,-0.17,6.617,
40064,-0.18,6.617,
40074,-0.19,6.617,
40085,-0.18,6.609,
40096,-0.17,6.617,
40107,-0.19,6.609,
40118,-0.21,6.617,
40118,Switched from 0 to 2,,
40128,-0.2,6.617,
40139,-0.17,6.617,
40150,-0.17,6.609,
40161,-0.18,6.617,
40171,-0.19,6.617,
40182,-0.45,6.609,
40194,-0.76,6.609,
40204,-0.88,6.602,
40215,-0.97,6.602,
40225,-1.05,6.602,
40237,-1.17,6.595,
40247,-1.31,6.587,
40258,-1.44,6.58,
40268,-1.6,6.573,
40280,-1.78,6.558,
40291,-1.92,6.551,
40301,-2.07,6.537,
40312,-2.22,6.522,
40323,-2.38,6.508,
40334,-2.52,6.486,
40344,-2.74,6.464,
40355,-2.96,6.45,
40366,-3.15,6.42,
40377,-3.3,6.399,
40388,-3.4,6.37,
40398,-3.59,6.348,
40410,-3.76,6.312,
40420,-3.89,6.282,
40431,-4.06,6.253,
40441,-4.21,6.217,
40453,-4.39,6.181,
40463,-4.57,6.137,
40474,-4.74,6.094,
40484,-4.92,6.05,
40496,-5.1,6.006,
40507,-5.29,5.963,
40517,-5.45,5.912,
40528,-5.63,5.883,
40539,-5.85,5.789,
40550,-6.05,5.745,
40560,-6.27,5.687,
40571,-6.49,5.622,
40582,-6.7,5.556,
40593,-6.91,5.484,
40604,-7.07,5.404,
40614,-7.22,5.338,
40626,-7.36,5.266,
40636,-7.5,5.186,
40647,-7.64,5.113,
40657,-7.81,5.026,
40669,-8.15,4.946,
40679,-8.57,4.852,
40690,-9.02,4.757,
40701,-9.35,4.648,
40712,-9.56,4.561,
40723,-9.75,4.459,
40733,-9.97,4.358,
40744,-10.18,4.249,
40755,-10.39,4.147,
40766,-10.51,4.045,
40776,-10.43,3.937,
40787,-10.26,3.871,
40799,-10.18,3.726,
40809,-10.17,3.624,
40820,-10.1,3.523,
40830,-9.94,3.421,
40842,-9.81,3.37,
40852,-9.72,3.225,
40863,-9.56,3.13,
40873,-9.32,3.036,
40885,-9.1,2.941,
40895,-8.93,2.854,
40906,-8.78,2.767,
40918,-8.55,2.68,
40928,-8.35,2.6,
40939,-8.18,2.52,
40949,-8.02,2.448,
40961,-7.84,2.368,
40971,-7.6,2.302,
40982,-7.46,2.23,
40992,-7.27,2.164,
41004,-7.05,2.114,
41015,-6.85,2.041,
41025,-6.6,1.983,
41036,-6.33,1.954,
41047,-6.1,1.881,
41058,-5.87,1.838,
41068,-5.63,1.794,
41079,-5.34,1.75,
41090,-5.08,1.721,
41101,-4.81,1.685,
41112,-4.49,1.656,
41122,-4.17,1.634,
41134,-3.87,1.612,
41144,-3.52,1.598,
41155,-3.1,1.591,
41165,-2.66,1.576,
41177,-2.2,1.576,
41187,-1.55,1.569,
41198,-0.51,1.569,
41209,0.1,1.576,
41220,0.48,1.591,
41231,1.16,1.605,
41241,1.5,1.627,
41252,1.63,1.649,
41263,1.69,1.678,
41274,1.74,1.714,
41284,1.81,1.736,
41295,1.93,1.779,
41306,2.03,1.816,
41317,2.16,1.867,
41328,2.36,1.91,
41338,2.54,1.961,
41350,2.8,2.019,
41360,3.16,2.077,
41371,3.61,2.135,
41381,4.16,2.201,
41393,4.98,2.273,
41403,5.98,2.339,
41414,6.98,2.411,
41425,7.9,2.484,
41436,8.89,2.557,
41447,11.07,2.636,
41457,15.34,2.716,
41468,17.73,2.803,
41479,18.52,2.883,
41490,18.96,3.312,
41500,19.47,3.072,
41511,19.47,3.152,
41523,19.45,3.254,
41533,19.87,3.341,
41544,20.11,3.435,
41554,19.98,3.53,
41566,20.08,3.631,
41576,20.48,3.69,
41587,20.55,3.828,
41597,20.47,3.907,
41609,20.67,4.024,
41620,20.97,4.125,
41630,20.9,4.22,
41641,21.04,4.321,
41652,21.32,4.423,
41663,21.26,4.518,
41673,21.02,4.619,
41684,21.04,4.714,
41695,21.04,4.808,
41706,20.83,4.968,
41717,20.55,5.011,
41728,20.57,5.106,
41739,20.49,5.2,
41749,20.23,5.295,
41760,20.21,5.389,
41771,20.1,5.476,
41782,19.79,5.571,
41792,19.56,5.665,
41803,19.44,5.745,
41815,19.24,5.832,
41825,18.9,5.919,
41836,18.69,5.999,
41846,18.53,6.086,
41858,18.18,6.159,
41868,17.83,6.239,
41879,17.61,6.312,
41889,17.36,6.377,
41901,17.18,6.45,
41912,17.18,6.515,
41922,16.85,6.58,
41933,16.11,6.646,
41944,15.54,6.704,
41955,15.28,6.755,
41965,14.91,6.813,
41976,14.4,6.871,
41987,14.08,6.9,
41998,13.6,6.943,
42009,13.02,6.994,
42019,12.48,7.023,
42031,12.1,7.06,
42041,11.63,7.089,
42052,11.12,7.118,
42062,10.61,7.139,
42074,10.16,7.161,
42084,9.58,7.176,
42095,8.97,7.183,
42105,8.51,7.19,
42117,8.11,7.198,
42128,7.43,7.19,
42138,6.18,7.198,
42149,4.47,7.183,
42160,2.89,7.169,
42171,1.6,7.154,
42181,0.3,7.139,
42192,-0.94,7.11,
42203,-2.23,7.089,
42214,-2.93,7.052,
42225,-3.39,7.023,
42235,-3.75,6.98,
42247,-4.07,6.936,
42257,-4.36,6.885,
42268,-4.68,6.842,
42278,-5.01,6.791,
42290,-5.31,6.725,
42300,-5.59,6.675,
42311,-5.88,6.602,
42322,-6.15,6.544,
42333,-6.4,6.471,
42344,-6.63,6.406,
42354,-6.88,6.326,
42365,-7.11,6.253,
42376,-7.3,6.174,
42387,-7.47,6.086,
42397,-7.65,6.028,
42408,-7.98,5.927,
42420,-8.37,5.832,
42430,-8.73,5.738,
42441,-8.98,5.636,
42451,-9.2,5.542,
42463,-9.33,5.447,
42473,-9.45,5.346,
42484,-9.61,5.244,
42494,-9.81,5.149,
42506,-10,5.04,
42517,-10.11,4.932,
42527,-10.23,4.83,
42539,-10.32,4.721,
42549,-10.45,4.619,
42560,-10.52,4.51,
42570,-10.63,4.401,
42582,-10.68,4.292,
42592,-10.67,4.183,
42603,-10.72,4.075,
42614,-10.68,3.973,
42625,-10.54,3.864,
42636,-10.41,3.762,
42646,-10.36,3.653,
42657,-10.31,3.544,
42668,-10.21,3.45,
42679,-10.07,3.341,
42689,-9.91,3.247,
42700,-9.72,3.152,
42711,-9.56,3.05,
42722,-9.38,2.985,
42733,-9.17,2.869,
42743,-8.93,2.782,
42755,-8.77,2.695,
42765,-8.58,2.615,
42776,-8.35,2.528,
42786,-8.14,2.426,
42798,-7.96,2.375,
42808,-7.76,2.302,
42819,-7.58,2.23,
42830,-7.38,2.164,
42841,-7.18,2.099,
42852,-6.91,2.026,
42862,-6.67,1.983,
42873,-6.42,1.917,
42884,-6.16,1.874,
42895,-5.91,1.838,
42905,-5.67,1.787,
42916,-5.38,1.75,
42928,-5.07,1.714,
42938,-4.81,1.685,
42949,-4.48,1.656,
42959,-4.15,1.634,
42971,-3.86,1.612,
42981,-3.52,1.598,
42992,-3.07,1.591,
43002,-2.59,1.583,
43014,-2.12,1.576,
43024,-1.43,1.583,
43035,-0.39,1.576,
43046,0.12,1.583,
43057,0.57,1.591,
43068,1.32,1.612,
43078,1.61,1.627,
43089,1.72,1.656,
43100,1.8,1.649,
43111,1.86,1.721,
43121,1.94,1.75,
43132,2.08,1.787,
43144,2.2,1.83,
43154,2.35,1.881,
43165,2.54,1.932,
43175,2.79,1.983,
43187,3.08,2.041,
43197,3.49,2.106,
43208,4.05,2.164,
43218,4.68,2.23,
43230,5.36,2.302,
43241,6.08,2.368,
43251,6.88,2.448,
43262,7.63,2.528,
43273,9.98,2.6,
43284,15.2,2.658,
43294,18.11,2.767,
43305,18.66,2.854,
43316,18.96,2.92,
43327,19.4,3.036,
43338,19.82,3.123,
43348,19.71,3.217,
43360,20.18,3.312,
43370,20.57,3.421,
43381,20.46,3.508,
43392,20.44,3.602,
43403,20.97,3.711,
43413,21.15,3.813,
43424,21.11,3.929,
43435,21.35,4.002,
43446,21.7,4.125,
43457,21.62,4.22,
43467,21.54,4.314,
43479,21.76,4.38,
43489,21.78,4.518,
43500,21.47,4.619,
43510,21.61,4.721,
43522,21.7,4.83,
43532,21.45,4.924,
43543,21.21,5.026,
43554,21.36,5.128,
43565,21.16,5.222,
43576,20.79,5.324,
43586,20.77,5.425,
43597,20.6,5.513,
43608,20.1,5.607,
43619,19.88,5.803,
43629,19.87,5.789,
43640,19.5,5.868,
43652,19.05,5.999,
43662,18.86,6.043,
43673,18.61,6.13,
43683,18.12,6.203,
43695,17.75,6.282,
43705,17.58,6.355,
43716,17.3,6.428,
43726,17.1,6.486,
43738,16.85,6.566,
43749,16.44,6.624,
43759,15.69,6.682,
43770,15.34,6.74,
43781,15.05,6.798,
43792,14.56,6.849,
43802,14.1,6.893,
43813,13.84,6.936,
43824,13.25,6.98,
43835,12.62,7.016,
43846,12.33,7.031,
43856,11.89,7.081,
43868,11.22,7.103,
43878,10.65,7.132,
43889,10.19,7.147,
43899,9.66,7.183,
43911,9.08,7.176,
43921,8.51,7.183,
43932,8.05,7.198,
43942,7.7,7.19,
43954,6.6,7.19,
43965,4.78,7.183,
43975,3.43,7.169,
43986,2.21,7.154,
43997,0.89,7.147,
44008,-0.33,7.118,
44018,-1.56,7.096,
44029,-2.62,7.067,
44040,-3.24,7.031,
44051,-3.53,6.994,
44062,-3.79,6.951,
44072,-4.12,6.914,
44084,-4.5,6.871,
44094,-4.79,6.82,
44105,-5.05,6.762,
44115,-5.34,6.711,
44127,-5.62,6.646,
44137,-5.9,6.587,
44148,-6.17,6.515,
44158,-6.41,6.457,
44170,-6.65,6.384,
44181,-6.85,6.312,
44191,-7.02,6.239,
44203,-7.15,6.159,
44213,-7.33,6.079,
44224,-7.49,6.006,
44234,-7.74,5.919,
44246,-8.12,5.825,
44256,-8.56,5.73,
44267,-8.88,5.636,
44278,-9.04,5.542,
44289,-9.17,5.447,
44300,-9.3,5.346,
44310,-9.49,5.251,
44321,-9.69,5.149,
44332,-9.88,5.048,
44343,-9.98,4.917,
44353,-10.05,4.837,
44364,-10.21,4.743,
44376,-10.38,4.627,
44386,-10.46,4.518,
44397,-10.69,4.409,
44407,-10.74,4.3,
44419,-10.71,4.191,
44429,-10.76,4.082,
44440,-10.86,3.973,
44450,-10.81,3.864,
44462,-10.6,3.762,
44473,-10.48,3.653,
44483,-10.46,3.544,
44494,-10.32,3.443,
44505,-10.16,3.341,
44516,-10.04,3.239,
44526,-9.87,3.145,
44537,-9.68,3.043,
44548,-9.47,2.956,
44559,-9.24,2.862,
44570,-9.03,2.767,
44580,-8.85,2.687,
44592,-8.63,2.6,
44602,-8.44,2.52,
44613,-8.21,2.44,
44623,-7.99,2.36,
44635,-7.79,2.288,
44645,-7.63,2.215,
44656,-7.4,2.15,
44667,-7.14,2.084,
44678,-6.91,2.026,
44689,-6.7,1.968,
44699,-6.46,1.91,
44710,-6.2,1.867,
44721,-5.94,1.816,
44732,-5.64,1.779,
44742,-5.31,1.743,
44753,-5.08,1.707,
44764,-4.79,1.678,
44775,-4.44,1.649,
44786,-4.09,1.62,
44796,-3.79,1.612,
44808,-3.38,1.591,
44818,-2.95,1.583,
44829,-2.45,1.576,
44839,-1.94,1.569,
44851,-1.08,1.569,
44861,-0.12,1.576,
44872,0.25,1.583,
44883,0.9,1.598,
44894,1.5,1.62,
44905,1.68,1.641,
44915,1.76,1.663,
44926,1.84,1.7,
44937,1.95,1.736,
44948,2.08,1.765,
44958,2.2,1.808,
44969,2.32,1.845,
44981,2.52,1.91,
44991,2.74,1.946,
45002,3,2.012,
45012,3.27,2.077,
45024,3.61,2.135,
45034,3.94,2.201,
45045,4.38,2.266,
45056,4.97,2.339,
45067,5.67,2.411,
45077,6.58,2.491,
45088,8.74,2.564,
45100,14.09,2.644,
45110,17.87,2.731,
45121,18.72,2.818,
45121,Switched from 2 to 1,,
45131,18.91,2.898,
45143,19.15,3,
45153,19.74,3.094,
45164,19.8,3.196,
45175,20.01,3.29,
45186,20.74,3.392,
45197,20.87,3.501,
45207,20.36,3.581,
45218,20.63,3.668,
45229,20.96,3.769,
45240,20.87,3.871,
45250,20.87,3.966,
45261,21.17,4.067,
45272,21.01,4.169,
45283,20.76,4.263,
45294,20.85,4.365,
45304,21,4.459,
45316,20.69,4.554,
45326,20.41,4.656,
45337,20.51,4.757,
45347,20.42,4.852,
45359,20.13,4.939,
45369,20.01,5.033,
45380,20.03,5.128,
45391,19.82,5.222,
45402,19.54,5.309,
45413,19.39,5.396,
45423,19.28,5.484,
45434,18.87,5.571,
45445,18.59,5.651,
45456,18.48,5.738,
45466,18.3,5.81,
45477,17.95,5.89,
45489,17.66,5.963,
45499,17.55,6.043,
45510,17.25,6.115,
45520,16.79,6.203,
45532,16.46,6.246,
45542,16.3,6.312,
45553,16.07,6.377,
45563,15.78,6.435,
45575,15.49,6.493,
45586,15.24,6.551,
45596,14.83,6.602,
45607,14.39,6.653,
45618,14.01,6.704,
45629,13.79,6.755,
45639,13.51,6.798,
45650,13.13,6.834,
45661,12.79,6.871,
45672,12.61,6.914,
45683,12.24,6.943,
45693,11.8,6.972,
45705,11.45,7.001,
45715,11.25,7.038,
45726,10.99,7.06,
45736,10.57,7.081,
45748,10.23,7.103,
45758,9.81,7.118,
45769,9.44,7.125,
45779,9.14,7.154,
45791,8.78,7.161,
45802,8.51,7.176,
45812,8.17,7.183,
45824,7.74,7.19,
45834,7.38,7.183,
45845,7.1,7.19,
45855,6.54,7.19,
45867,5.04,7.19,
45877,3.43,7.183,
45888,2.38,7.176,
45899,1.49,7.169,
45910,0.77,7.154,
45921,0.09,7.147,
45931,-0.79,7.125,
45942,-1.8,7.11,
45953,-2.24,7.074,
45964,-2.49,7.067,
45974,-2.69,7.045,
45985,-2.89,7.016,
45997,-3.06,6.994,
46007,-3.24,6.965,
46018,-3.43,6.936,
46028,-3.55,6.9,
46040,-3.68,6.871,
46050,-3.84,6.827,
46061,-4.02,6.791,
46071,-4.2,6.755,
46083,-4.36,6.711,
46094,-4.49,6.675,
46104,-4.67,6.624,
46115,-4.84,6.58,
46126,-4.94,6.537,
46137,-5.06,6.486,
46147,-5.21,6.435,
46158,-5.39,6.384,
46169,-5.56,6.333,
46180,-5.64,6.275,
46191,-5.77,6.217,
46201,-5.91,6.166,
46213,-6.01,6.108,
46223,-6.14,6.043,
46234,-6.25,5.985,
46244,-6.35,5.919,
46256,-6.46,5.861,
46266,-6.55,5.796,
46277,-6.66,5.73,
46288,-6.71,5.665,
46299,-6.8,5.592,
46310,-6.94,5.527,
46320,-7.04,5.454,
46331,-7.1,5.389,
46342,-7.11,5.316,
46353,-7.17,5.244,
46363,-7.27,5.171,
46374,-7.36,5.106,
46385,-7.45,5.026,
46396,-7.52,4.953,
46407,-7.59,4.881,
46417,-7.65,4.801,
46429,-7.69,4.721,
46439,-7.76,4.612,
46450,-7.79,4.568,
46460,-7.82,4.503,
46472,-7.84,4.409,
46482,-7.84,4.329,
46493,-7.86,4.256,
46504,-7.86,4.176,
46515,-7.88,4.096,
46526,-7.9,4.016,
46536,-7.94,3.944,
46547,-7.96,3.864,
46558,-7.97,3.784,
46569,-7.96,3.704,
46579,-7.9,3.624,
46590,-7.87,3.544,
46602,-7.83,3.472,
46612,-7.78,3.37,
46623,-7.72,3.326,
